epoch,losses_per_batch,avg_tl_batch_train,avg_tl_epoch_train,avg_tl_epoch_val
0,"[28.224111557006836, 40.86804962158203, 41.35905456542969, 41.94111633300781, 51.025726318359375, 58.1021842956543, 57.53287887573242, 64.75422668457031, 83.22323608398438, 87.52495574951172, 93.04559326171875, 85.77765655517578, 98.92753601074219, 90.42286682128906, 96.36174011230469, 97.43014526367188, 101.5639419555664, 96.51707458496094, 95.39534759521484, 105.30809020996094, 100.97423553466797, 94.83917999267578, 94.33583068847656, 96.41291809082031, 98.77875518798828, 100.01824188232422, 96.79844665527344, 95.93523406982422, 94.83674621582031, 92.55868530273438, 91.08348846435547, 94.37831115722656, 85.61653137207031, 87.35726928710938, 91.2606201171875, 84.38960266113281, 90.4453353881836, 93.05973815917969, 84.68511962890625, 88.09107971191406, 89.49357604980469, 88.86453247070312, 88.48684692382812, 85.90859985351562, 88.68171691894531, 85.5649642944336, 86.88523864746094, 87.07938385009766, 89.14067840576172, 80.85205078125, 88.21222686767578, 84.86952209472656, 86.91287231445312, 84.57292938232422, 85.05614471435547, 83.86186218261719, 82.2877197265625, 84.85013580322266, 83.31739044189453, 82.67583465576172, 85.1439208984375, 82.88056182861328, 83.25123596191406]","[11.940784454345703, 11.824911117553711, 11.595720291137695, 11.445446014404297, 11.187658309936523, 11.117467880249023, 10.796066284179688, 10.535745620727539, 10.284192085266113, 10.03255844116211, 9.852558135986328, 9.774747848510742, 9.606977462768555, 9.542947769165039, 9.40874195098877, 9.375968933105469, 9.207023620605469, 9.100741386413574, 8.984708786010742, 8.885859489440918, 8.811846733093262, 8.683446884155273, 8.73826789855957, 8.636017799377441, 8.64140510559082, 8.577966690063477, 8.425701141357422, 8.303361892700195, 8.317314147949219, 8.274149894714355, 8.379192352294922, 8.248797416687012, 8.28561019897461, 8.43908405303955, 8.255302429199219, 8.107192039489746, 8.07823371887207, 8.164129257202148, 8.044697761535645, 8.005703926086426, 7.9685564041137695, 7.947932243347168, 8.024617195129395, 8.034933090209961, 7.883954048156738, 7.940080642700195, 8.081357955932617, 7.958306312561035, 7.893759727478027, 7.880365371704102, 7.934876441955566, 7.861046314239502, 7.859288215637207, 7.897733211517334, 7.982554912567139, 7.910052299499512, 7.965883255004883, 7.834993362426758, 7.909084320068359, 7.933028221130371, 7.95515775680542, 7.935235023498535, 7.920125961303711]",8.807538032531738,7.44608736038208
1,"[-7.5365095138549805, -6.240796089172363, -8.334784507751465, -8.226204872131348, -8.775486946105957, -6.759905815124512, -6.87290096282959, -6.812379837036133, -5.795442581176758, -5.641433238983154, -5.082821846008301, -6.0915679931640625, -4.9274444580078125, -6.81697416305542, -5.115313529968262, -7.575849533081055, -5.9923224449157715, -3.8396689891815186, -5.66813850402832, -5.1404266357421875, -4.19550895690918, -3.1092000007629395, -3.7898926734924316, -2.8290719985961914, -4.650733947753906, -2.88266921043396, -4.18862247467041, -3.6832122802734375, -4.078158378601074, -4.240542888641357, -2.9651904106140137, -4.3422465324401855, -4.537917137145996, -4.158082962036133, -1.4375097751617432, -3.5830817222595215, -4.083530426025391, -3.8565726280212402, -4.084827423095703, -4.488696098327637, -4.106438636779785, -4.980959892272949, -3.084761142730713, -2.797100782394409, -3.5644307136535645, -4.161412239074707, -4.184701919555664, -2.417893171310425, -3.5092086791992188, -2.2265615463256836, -2.4864509105682373, -4.054276466369629, -2.6798019409179688, -2.0438761711120605, -2.9507761001586914, -1.7446625232696533, -2.4563851356506348, -3.9058613777160645, -2.329832077026367, -2.2043697834014893, -3.155364751815796, -2.3205647468566895, -2.768454074859619]","[7.799172878265381, 7.926098823547363, 7.831243991851807, 7.758347988128662, 7.882841110229492, 7.857330322265625, 7.787970066070557, 7.748232364654541, 7.769158363342285, 7.841972827911377, 7.684170722961426, 7.804319381713867, 7.732133865356445, 7.771396636962891, 7.750417709350586, 7.7762346267700195, 7.758919715881348, 7.814830780029297, 7.789679527282715, 7.6919450759887695, 7.77933406829834, 7.577312469482422, 7.744617462158203, 7.667928695678711, 7.805333137512207, 7.648255348205566, 7.59236478805542, 7.722332954406738, 7.673591613769531, 7.653531074523926, 7.705042839050293, 7.664913177490234, 7.675342559814453, 7.639688014984131, 7.628005027770996, 7.7239990234375, 7.663599967956543, 7.680377006530762, 7.714929580688477, 7.643640518188477, 7.638894081115723, 7.739306449890137, 7.648906707763672, 7.6054887771606445, 7.62595272064209, 7.6666259765625, 7.618187427520752, 7.564648628234863, 7.64523983001709, 7.628951072692871, 7.690011501312256, 7.74108362197876, 7.568872451782227, 7.712895393371582, 7.7115478515625, 7.579134941101074, 7.565940856933594, 7.625874042510986, 7.506705284118652, 7.534858703613281, 7.511605262756348, 7.515010833740234, 7.599642753601074]",7.693218231201172,7.1534647941589355
2,"[-7.266025543212891, -7.44918966293335, -7.090061664581299, -6.337457656860352, -6.499022960662842, -7.034333229064941, -6.718723297119141, -8.279796600341797, -6.430987358093262, -7.494451999664307, -6.774102210998535, -7.344322204589844, -5.888832092285156, -8.803914070129395, -8.48566722869873, -8.105751037597656, -6.164337635040283, -5.691413402557373, -7.406153202056885, -6.98393440246582, -7.018737316131592, -8.99757194519043, -6.4450883865356445, -5.908755779266357, -7.860424041748047, -6.18000602722168, -7.287323951721191, -7.539494514465332, -8.020914077758789, -6.2451019287109375, -7.333812713623047, -7.096692085266113, -7.226103782653809, -6.919955253601074, -7.895395755767822, -7.697190284729004, -6.733989715576172, -8.169366836547852, -6.2020978927612305, -6.332309722900391, -6.675631046295166, -6.88504695892334, -6.978613376617432, -5.796892166137695, -7.0031914710998535, -6.441140174865723, -6.715863227844238, -6.402392864227295, -6.152185440063477, -6.290609359741211, -5.76432991027832, -5.9874982833862305, -5.139556407928467, -7.243896484375, -5.803661346435547, -6.242640018463135, -5.397495269775391, -6.224765777587891, -5.769984722137451, -6.241456031799316, -6.436799049377441, -6.443708896636963, -6.693498134613037]","[7.56365966796875, 7.677606582641602, 7.567902565002441, 7.578630447387695, 7.620321750640869, 7.582317352294922, 7.6629157066345215, 7.729351997375488, 7.580414772033691, 7.555205345153809, 7.541579246520996, 7.6504998207092285, 7.643326282501221, 7.597167015075684, 7.508087158203125, 7.558093070983887, 7.530379772186279, 7.513777732849121, 7.534203052520752, 7.591460227966309, 7.584115982055664, 7.621490478515625, 7.6413774490356445, 7.507704257965088, 7.700174331665039, 7.5484209060668945, 7.545278549194336, 7.584378242492676, 7.7031569480896, 7.564291954040527, 7.544702529907227, 7.589276313781738, 7.553475856781006, 7.5738396644592285, 7.59242057800293, 7.587470054626465, 7.592372894287109, 7.558140277862549, 7.568719387054443, 7.5835490226745605, 7.512235641479492, 7.502610206604004, 7.506214618682861, 7.582672119140625, 7.4858903884887695, 7.5291547775268555, 7.504998207092285, 7.515377521514893, 7.521052360534668, 7.620230197906494, 7.545217990875244, 7.561225891113281, 7.505093574523926, 7.572916030883789, 7.627076148986816, 7.568044662475586, 7.572991371154785, 7.486149787902832, 7.4784135818481445, 7.574192047119141, 7.532297134399414, 7.604580879211426, 7.516260623931885]",7.571168422698975,7.144184589385986
3,"[-5.992049217224121, -7.218941688537598, -7.192870616912842, -7.272340774536133, -7.353691577911377, -6.46742057800293, -7.7686309814453125, -7.4746413230896, -8.120689392089844, -7.807992935180664, -6.743947982788086, -6.292031288146973, -6.272932529449463, -7.849416255950928, -6.846487998962402, -6.541044235229492, -7.770832061767578, -6.831923961639404, -5.936405181884766, -5.259635925292969, -6.337492942810059, -6.294313430786133, -7.074347019195557, -6.045398712158203, -6.861259460449219, -6.528602600097656, -6.019850730895996, -7.17866325378418, -7.791302680969238, -6.222104072570801, -7.2276458740234375, -5.566941738128662, -8.303343772888184, -7.504458427429199, -8.46918773651123, -6.819638252258301, -6.996814727783203, -5.550437927246094, -6.322599411010742, -7.590298652648926, -5.769115447998047, -6.280926704406738, -6.9579315185546875, -7.502596378326416, -7.035445213317871, -6.6765289306640625, -7.2113542556762695, -5.886279582977295, -7.60357666015625, -6.831768989562988, -7.584500789642334, -7.051698684692383, -6.197626113891602, -7.565752029418945, -5.408727645874023, -6.372538089752197, -6.893543243408203, -6.897405624389648, -6.885765075683594, -6.745365142822266, -7.691555500030518, -6.314938068389893, -5.836108684539795]","[7.445551872253418, 7.566356658935547, 7.4721550941467285, 7.5111236572265625, 7.576256275177002, 7.549142360687256, 7.508283615112305, 7.552126884460449, 7.5790534019470215, 7.590065956115723, 7.44066858291626, 7.4596123695373535, 7.522295951843262, 7.627246379852295, 7.595545768737793, 7.450598239898682, 7.568229675292969, 7.418900966644287, 7.475653171539307, 7.43916130065918, 7.531034469604492, 7.535245895385742, 7.44932746887207, 7.471306800842285, 7.4523515701293945, 7.494823932647705, 7.552210807800293, 7.555039405822754, 7.5818915367126465, 7.470022201538086, 7.591414451599121, 7.492393493652344, 7.525289535522461, 7.499994277954102, 7.649717330932617, 7.491815090179443, 7.530125141143799, 7.504397392272949, 7.521415710449219, 7.626690864562988, 7.423846244812012, 7.51677131652832, 7.558083534240723, 7.566921710968018, 7.491095066070557, 7.492676734924316, 7.606197357177734, 7.491456985473633, 7.507231712341309, 7.5064167976379395, 7.5754714012146, 7.5542497634887695, 7.497730255126953, 7.5852837562561035, 7.53681755065918, 7.538294792175293, 7.599423408508301, 7.534473419189453, 7.625225067138672, 7.538641929626465, 7.50545072555542, 7.425318717956543, 7.479515075683594]",7.524662494659424,7.110920429229736
4,"[-7.037917137145996, -6.911582946777344, -7.300692558288574, -6.674083232879639, -6.066403388977051, -6.614275932312012, -6.961639404296875, -5.954438209533691, -7.473262786865234, -6.892685413360596, -7.081516265869141, -7.043979644775391, -5.9587812423706055, -4.610033988952637, -6.872260093688965, -8.112249374389648, -6.122664928436279, -6.446887493133545, -7.093023300170898, -7.7634687423706055, -7.1995649337768555, -6.4204816818237305, -6.882842063903809, -7.278316497802734, -6.568436622619629, -6.58303165435791, -6.324859619140625, -7.141211032867432, -5.763249397277832, -6.745477676391602, -6.858242988586426, -7.73698616027832, -6.9499945640563965, -6.788115978240967, -6.635673999786377, -7.011202335357666, -6.496577739715576, -7.736452102661133, -6.808110237121582, -6.2347412109375, -5.750123023986816, -6.790485382080078, -5.972077369689941, -6.305295944213867, -5.871333599090576, -7.06208610534668, -5.796109199523926, -7.0259222984313965, -5.900087356567383, -7.1484222412109375, -6.034235000610352, -6.324814796447754, -5.920417308807373, -5.727405548095703, -7.584831237792969, -5.8210039138793945, -5.958272933959961, -7.199188232421875, -6.287870407104492, -6.924563407897949, -6.879334449768066, -5.732861518859863, -6.263203144073486]","[7.519087791442871, 7.518077850341797, 7.54522705078125, 7.470770835876465, 7.402920722961426, 7.569149971008301, 7.447134971618652, 7.540861129760742, 7.528323173522949, 7.477492332458496, 7.508670806884766, 7.53056526184082, 7.504050254821777, 7.414007186889648, 7.548902988433838, 7.499627113342285, 7.513003349304199, 7.451554298400879, 7.463432312011719, 7.596610069274902, 7.473041534423828, 7.506655216217041, 7.523255348205566, 7.5456109046936035, 7.518735885620117, 7.503881454467773, 7.430973529815674, 7.503237724304199, 7.519865989685059, 7.485324859619141, 7.465306282043457, 7.488103866577148, 7.457082271575928, 7.528951644897461, 7.504514694213867, 7.475558280944824, 7.535355567932129, 7.557621002197266, 7.513942718505859, 7.450693607330322, 7.539576530456543, 7.53399133682251, 7.475459098815918, 7.444789886474609, 7.42299747467041, 7.450133323669434, 7.470341205596924, 7.476256370544434, 7.3988847732543945, 7.482653617858887, 7.4401140213012695, 7.4489898681640625, 7.444465637207031, 7.493030548095703, 7.508644104003906, 7.519433975219727, 7.433650016784668, 7.574339866638184, 7.504573345184326, 7.451688766479492, 7.483851432800293, 7.3740715980529785, 7.4723992347717285]",7.490325450897217,7.0828142166137695
5,"[-7.54377555847168, -6.66363525390625, -7.142176151275635, -6.25528621673584, -6.760195732116699, -6.001839637756348, -4.747028827667236, -6.599417209625244, -6.75767707824707, -6.322552680969238, -5.802206993103027, -5.663795471191406, -6.194854736328125, -6.609846115112305, -6.580367088317871, -5.751871109008789, -7.399022102355957, -7.678436756134033, -6.559903144836426, -6.451494216918945, -6.412819862365723, -6.303031921386719, -6.779677391052246, -6.449291229248047, -7.053025245666504, -7.318424224853516, -5.773317813873291, -6.741316795349121, -7.351205825805664, -6.223785877227783, -6.057323455810547, -6.316556453704834, -6.439852237701416, -5.919208526611328, -5.355846405029297, -5.929434776306152, -6.935939311981201, -5.507361888885498, -6.871372222900391, -5.013185024261475, -6.893830299377441, -5.517203330993652, -5.150696754455566, -5.421177864074707, -6.607563018798828, -5.549886226654053, -7.016263484954834, -6.3571906089782715, -6.540070056915283, -7.200366973876953, -6.754691123962402, -5.246852874755859, -6.42360782623291, -6.260963439941406, -6.6187214851379395, -6.112674236297607, -6.102637767791748, -6.282569408416748, -6.389713764190674, -5.809301376342773, -5.700599193572998, -5.475330829620361, -7.206355571746826]","[7.544656753540039, 7.398083686828613, 7.557494163513184, 7.374672889709473, 7.440769672393799, 7.404091835021973, 7.416278839111328, 7.517886161804199, 7.454411029815674, 7.4590163230896, 7.415164947509766, 7.367191314697266, 7.469204902648926, 7.528606414794922, 7.416095733642578, 7.43973445892334, 7.4911298751831055, 7.47313928604126, 7.480841636657715, 7.419640064239502, 7.4458417892456055, 7.490513324737549, 7.55411958694458, 7.399301528930664, 7.50151252746582, 7.5208845138549805, 7.540043830871582, 7.444232940673828, 7.472719192504883, 7.4549102783203125, 7.42856502532959, 7.3979105949401855, 7.422921180725098, 7.463522911071777, 7.466665267944336, 7.487785816192627, 7.461804389953613, 7.332831382751465, 7.491392612457275, 7.319751739501953, 7.375713348388672, 7.4813666343688965, 7.469316482543945, 7.461719512939453, 7.530118942260742, 7.506425857543945, 7.470447540283203, 7.4342041015625, 7.47258186340332, 7.465736389160156, 7.439770698547363, 7.498343467712402, 7.434098243713379, 7.431836128234863, 7.379223823547363, 7.490441799163818, 7.54386043548584, 7.427094459533691, 7.465265274047852, 7.439065933227539, 7.515484809875488, 7.41029691696167, 7.531982421875]",7.457180023193359,7.072342872619629
6,"[-4.761380672454834, -6.075540542602539, -5.989612579345703, -6.120626449584961, -6.19271993637085, -7.1512532234191895, -6.533838748931885, -6.620081901550293, -7.315263748168945, -6.6052775382995605, -6.894020080566406, -5.377141952514648, -6.555730819702148, -5.7273454666137695, -7.332160949707031, -6.104468822479248, -7.041604995727539, -5.055803298950195, -5.929394721984863, -6.480964660644531, -5.571165084838867, -5.842801094055176, -5.605375289916992, -6.805408477783203, -6.510707378387451, -6.7652058601379395, -5.746310234069824, -5.712062358856201, -5.499570846557617, -5.846708297729492, -5.2274885177612305, -5.8792595863342285, -5.840712070465088, -4.645395278930664, -5.59265661239624, -5.995057582855225, -4.810807228088379, -6.940834045410156, -5.171152114868164, -5.03327751159668, -5.943037033081055, -5.725362300872803, -5.831499099731445, -6.427119255065918, -6.307015895843506, -4.420436859130859, -6.081769943237305, -6.363760948181152, -5.529199600219727, -4.584246635437012, -6.0464277267456055, -5.948911666870117, -5.5342512130737305, -5.884859085083008, -5.993322372436523, -6.648839950561523, -5.177285194396973, -5.520565986633301, -5.470911979675293, -5.947722911834717, -5.6236419677734375, -6.065329551696777, -4.977945327758789]","[7.393939018249512, 7.478890419006348, 7.4772748947143555, 7.444009780883789, 7.485597133636475, 7.428606033325195, 7.440379619598389, 7.454049110412598, 7.473477363586426, 7.4855194091796875, 7.4574456214904785, 7.414389610290527, 7.486067771911621, 7.45237922668457, 7.472739219665527, 7.454222679138184, 7.459193706512451, 7.421573162078857, 7.402698040008545, 7.376959800720215, 7.352705955505371, 7.4807257652282715, 7.380581378936768, 7.509629249572754, 7.513388156890869, 7.4067535400390625, 7.434230804443359, 7.469821929931641, 7.340828895568848, 7.4326276779174805, 7.384416103363037, 7.425477027893066, 7.441773414611816, 7.397827625274658, 7.469205379486084, 7.4629225730896, 7.3939409255981445, 7.515376091003418, 7.417144775390625, 7.552464485168457, 7.412593841552734, 7.400211334228516, 7.426828861236572, 7.466609954833984, 7.5022478103637695, 7.411041259765625, 7.4817070960998535, 7.463501930236816, 7.455706596374512, 7.43447732925415, 7.500042915344238, 7.482088565826416, 7.445430278778076, 7.417482376098633, 7.405203819274902, 7.450052261352539, 7.445793151855469, 7.368420600891113, 7.417270183563232, 7.454533576965332, 7.413261413574219, 7.393426895141602, 7.343907356262207]",7.44097900390625,7.0536322593688965
7,"[-5.608481407165527, -5.290104389190674, -6.913691520690918, -7.08480167388916, -5.7835283279418945, -5.972903728485107, -6.0251970291137695, -4.6601104736328125, -6.970895767211914, -6.073651313781738, -7.255711555480957, -7.454168319702148, -5.976498603820801, -5.445228099822998, -6.080416679382324, -5.989625930786133, -5.975440979003906, -6.459754943847656, -6.066483497619629, -5.836962699890137, -5.292104721069336, -6.4677653312683105, -6.086347579956055, -5.375795841217041, -5.734674453735352, -6.212774276733398, -7.0568437576293945, -6.776654243469238, -5.544952392578125, -5.539198875427246, -5.704827308654785, -6.613509654998779, -4.832152366638184, -6.13362979888916, -5.537919998168945, -5.329774856567383, -5.622537612915039, -5.974819183349609, -6.0312628746032715, -5.094306945800781, -6.162179470062256, -6.814813613891602, -5.419126510620117, -5.3633222579956055, -6.040050506591797, -5.437840461730957, -6.348527431488037, -5.866743087768555, -5.555421352386475, -6.111631393432617, -5.828768253326416, -6.252938747406006, -7.192400932312012, -6.218947410583496, -6.519272327423096, -5.6412200927734375, -5.699739933013916, -7.3155741691589355, -5.4113450050354, -6.8494768142700195, -5.852066993713379, -5.510870933532715, -6.44980525970459]","[7.375712871551514, 7.369856834411621, 7.47528076171875, 7.484468460083008, 7.448559761047363, 7.433235168457031, 7.462056636810303, 7.296562194824219, 7.4093828201293945, 7.42647647857666, 7.455109596252441, 7.449402809143066, 7.385269641876221, 7.381980895996094, 7.349239349365234, 7.461357593536377, 7.4305315017700195, 7.469862937927246, 7.400094509124756, 7.4037017822265625, 7.378070831298828, 7.433501243591309, 7.475001811981201, 7.456571102142334, 7.346104145050049, 7.46129846572876, 7.449841022491455, 7.449886798858643, 7.366171360015869, 7.3893513679504395, 7.420024871826172, 7.450486183166504, 7.386818885803223, 7.421147346496582, 7.462490081787109, 7.416636943817139, 7.368299961090088, 7.413369655609131, 7.428350925445557, 7.423929214477539, 7.3832807540893555, 7.345235824584961, 7.314121246337891, 7.521088600158691, 7.431376934051514, 7.328559875488281, 7.423151969909668, 7.344624996185303, 7.445677757263184, 7.53331184387207, 7.487147808074951, 7.427627086639404, 7.364605903625488, 7.402195930480957, 7.3284220695495605, 7.446154594421387, 7.382032871246338, 7.4690399169921875, 7.408046722412109, 7.400763511657715, 7.490922451019287, 7.3371381759643555, 7.458308219909668]",7.416146755218506,7.033594608306885
8,"[-5.784675598144531, -6.9741058349609375, -5.138106346130371, -6.334832668304443, -5.267310619354248, -5.90975284576416, -6.22053337097168, -4.739083290100098, -5.083344459533691, -5.927881717681885, -6.14171838760376, -5.717944145202637, -5.671504974365234, -5.840279579162598, -5.844979763031006, -4.948375701904297, -5.629800319671631, -5.293222427368164, -6.289690971374512, -5.76011323928833, -6.482109546661377, -5.648870944976807, -6.761537551879883, -6.290824890136719, -5.754716873168945, -6.23862361907959, -6.653842926025391, -5.9940643310546875, -5.8637285232543945, -5.964021682739258, -5.941381931304932, -7.80228328704834, -5.290628910064697, -5.977309226989746, -5.515519142150879, -6.613363265991211, -6.541680335998535, -6.165549278259277, -5.611404895782471, -6.172628402709961, -6.032554626464844, -5.692467212677002, -6.004814147949219, -5.639021873474121, -5.071735382080078, -5.976072311401367, -6.823991775512695, -5.543410301208496, -4.814901351928711, -5.549138069152832, -5.666903495788574, -5.406772136688232, -4.925624370574951, -6.743133068084717, -5.9928741455078125, -5.198477745056152, -6.2540435791015625, -5.624775409698486, -5.32588005065918, -6.188777923583984, -4.65908145904541, -6.072856426239014, -4.599458694458008]","[7.418741703033447, 7.449628829956055, 7.385064601898193, 7.45101261138916, 7.339181900024414, 7.322649955749512, 7.361966133117676, 7.30942440032959, 7.371435165405273, 7.323183059692383, 7.364908218383789, 7.346808433532715, 7.410579204559326, 7.436861038208008, 7.317245960235596, 7.414846420288086, 7.370011329650879, 7.319914817810059, 7.462516784667969, 7.361408233642578, 7.456716537475586, 7.436957359313965, 7.360190391540527, 7.408901214599609, 7.4719390869140625, 7.414234161376953, 7.358268737792969, 7.4062299728393555, 7.445211410522461, 7.442665100097656, 7.2797698974609375, 7.478719711303711, 7.341739654541016, 7.409634590148926, 7.384376525878906, 7.374555587768555, 7.437234401702881, 7.42106819152832, 7.421551704406738, 7.392450332641602, 7.450169563293457, 7.43165922164917, 7.472320079803467, 7.4026618003845215, 7.411373138427734, 7.340519428253174, 7.391496658325195, 7.3824896812438965, 7.304197788238525, 7.28447151184082, 7.35611629486084, 7.369230270385742, 7.3374128341674805, 7.467855453491211, 7.464412689208984, 7.462044715881348, 7.337957382202148, 7.4802727699279785, 7.336718559265137, 7.380289554595947, 7.338917255401611, 7.381414890289307, 7.41232967376709]",7.391520023345947,7.03540563583374
9,"[-6.03206205368042, -5.483922004699707, -5.487663269042969, -6.613506317138672, -5.242633819580078, -6.163084030151367, -5.529814720153809, -5.90629768371582, -6.273523330688477, -5.371188163757324, -4.886684417724609, -5.0389084815979, -5.6520280838012695, -5.451206207275391, -5.24197244644165, -5.854430198669434, -5.1212897300720215, -4.761401653289795, -5.639612197875977, -5.54750919342041, -5.971219539642334, -5.7178192138671875, -6.034202575683594, -4.625743865966797, -6.142063140869141, -6.38505744934082, -4.045393943786621, -4.041350364685059, -4.403639793395996, -5.65687370300293, -5.002528190612793, -5.501861572265625, -5.130941390991211, -5.271173477172852, -5.685967922210693, -4.8089141845703125, -4.438152313232422, -5.460564136505127, -5.863799095153809, -5.900214195251465, -5.350362777709961, -6.065765380859375, -5.6225199699401855, -5.229503631591797, -5.1237030029296875, -5.285000801086426, -4.56709098815918, -4.6427764892578125, -4.797591209411621, -5.737326145172119, -5.379273891448975, -4.594054222106934, -5.35334587097168, -6.6175642013549805, -5.592443943023682, -5.226510524749756, -5.647357940673828, -5.078869819641113, -5.0976362228393555, -4.702439308166504, -5.5382771492004395, -6.229375839233398, -6.411237716674805]","[7.4500627517700195, 7.380344867706299, 7.388095855712891, 7.393754959106445, 7.2911834716796875, 7.406044006347656, 7.377669811248779, 7.34089469909668, 7.390320777893066, 7.414680480957031, 7.315830230712891, 7.3588104248046875, 7.470150947570801, 7.323312282562256, 7.340930938720703, 7.3205718994140625, 7.336586952209473, 7.410000801086426, 7.513633728027344, 7.360097408294678, 7.458041191101074, 7.347572326660156, 7.361117362976074, 7.308772087097168, 7.508693218231201, 7.3705244064331055, 7.353499412536621, 7.34272575378418, 7.28462553024292, 7.317816734313965, 7.350232124328613, 7.320399284362793, 7.411500930786133, 7.407286643981934, 7.425098419189453, 7.364226341247559, 7.283416748046875, 7.374554634094238, 7.384602069854736, 7.408294677734375, 7.322708606719971, 7.341826438903809, 7.390991687774658, 7.3647942543029785, 7.403753280639648, 7.438566207885742, 7.33222770690918, 7.418280124664307, 7.330526828765869, 7.416651248931885, 7.337288856506348, 7.351406097412109, 7.3593854904174805, 7.444543361663818, 7.4481611251831055, 7.272565841674805, 7.421935081481934, 7.411262035369873, 7.350044250488281, 7.332925319671631, 7.386605262756348, 7.462740898132324, 7.361281394958496]",7.3757734298706055,7.033280372619629
